track,card_id,race_date,breed,name,weight,age,sex,meds_and_equip,jockey,dollar_odds,program_number,post_position,claim_price,start_position,finish_position,finish_time,speed_rating,trainer,owner,win_payoff,place_payoff,show_payoff,weather,distance,race_type,track_conditions
WO ,D,2016-05-07 00:00:00,TB,Dublin Diva,121,3,F,L,E Wilson,16.55,2.0,2,0,4.0,6.0,0.0,85.0,Doyle Michael J,Dura Racing and M. J. Doyle Racing Stables Ltd.,0.0,0.0,0.0,Cloudy,900.0,Stakes,FT
WO ,D,2016-05-07 00:00:00,TB,Nakuti (IRE),120,5,M,L,J L Ortiz,13.65,11.0,11,0,9.0,3.0,0.0,104.0,Motion H Graham,Andrew Stone,0.0,0.0,6.6,Cloudy,900.0,Stakes,FM
WO ,D,2016-05-07 00:00:00,TB,Rebellion On Tap,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,700.0,Starters Allowance,FM
WO ,D,2016-05-07 00:00:00,TB,Forester Fire,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-05-07 00:00:00,TB,Calling Rhy Rhy,118,3,F,L,A Garcia,2.5,2.0,2,0,8.0,1.0,0.0,89.0,Attfield Roger L,Robert Harvey,7.0,4.0,2.8,Cloudy,600.0,Allowance,FT
WO ,D,2016-05-07 00:00:00,TB,Allied Instigator,121,4,G,Lb,L Contreras,2.0,1.0,1,30000,6.0,2.0,0.0,74.0,Armata Jr Ross,Maplehaven Equestrian Center,0.0,2.9,2.2,Cloudy,500.0,Maiden Claiming,FM
WO ,D,2016-05-07 00:00:00,TB,Metier,123,4,G,Lb,J M Campbell,27.2,10.0,7,20000,10.0,12.0,0.0,45.0,Casse Mark E,Gabe Grossberg,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-05-08 00:00:00,TB,Academic,124,4,M,L,L Contreras,2.4,7.0,5,0,1.0,5.0,0.0,82.0,Baker Reade,"Bear Stables, Ltd.",0.0,0.0,0.0,Hazy,850.0,Stakes,FT
WO ,D,2016-05-08 00:00:00,TB,Ruck,117,3,C,Lb,J McAleney,43.0,6.0,5,0,3.0,8.0,0.0,91.0,Baker Reade,Calmar Stables and Ranch,0.0,0.0,0.0,Cloudy,800.0,Stakes,FM
WO ,D,2016-05-08 00:00:00,TB,Don Camillo,121,4,G,Lb,E Wilson,1.9,1.0,1,0,7.0,1.0,0.0,99.0,Vella Daniel J,Stronach Stables,5.8,3.9,3.8,Cloudy,850.0,Allowance,FT
WO ,D,2016-05-08 00:00:00,TB,Hollywood Hideaway,119,3,G,Lb,L Contreras,36.6,11.0,9,0,7.0,6.0,0.0,99.0,Minshall Barbara J,Bruce Lunsford,0.0,0.0,0.0,Cloudy,800.0,Stakes,FM
WO ,D,2016-05-08 00:00:00,TB,Big Bazinga,121,5,G,L,A Garcia,1.25,4.0,4,32000,6.0,3.0,0.0,91.0,Vassilieva Katerina,Bull and Bear Stable,0.0,0.0,2.2,Cloudy,850.0,Claiming,FT
WO ,D,2016-05-08 00:00:00,TB,Aye Aye Captain,126,3,G,L,E R Da Silva,7.75,3.0,3,0,3.0,5.0,0.0,82.0,Day Phillips Catherine,"Carnegie Hill Stable and Kingfield Racing Stable, Ltd.",0.0,0.0,0.0,Cloudy,900.0,Stakes,FT
WO ,D,2016-05-08 00:00:00,TB,Conquest Cavalry,126,3,G,Lb,G Boulanger,37.35,5.0,5,0,1.0,4.0,0.0,84.0,Casse Mark E,"Conquest Stables, LLC",0.0,0.0,0.0,Cloudy,900.0,Stakes,FT
WO ,D,2016-05-08 00:00:00,TB,Bear Hunter,119,5,G,L,S Singh,4.9,6.0,6,9500,2.0,3.0,0.0,73.0,Parente Pat,"Parente, Pat, Zuccato, Bruno and Simmonds, John G.",0.0,0.0,2.6,Cloudy,650.0,Claiming,FT
WO ,D,2016-05-08 00:00:00,TB,Kayez,119,5,G,Lb,T Maragh,55.05,13.0,13,9500,12.0,8.0,0.0,70.0,Patton Kathy,Connie Patton,0.0,0.0,0.0,Cloudy,600.0,Claiming,FT
WO ,D,2016-05-08 00:00:00,TB,Rasta Man,121,3,G,Lb,D Moran,32.75,2.0,2,0,5.0,4.0,0.0,63.0,Buttigieg Paul M,"Buttigieg Training Centre and Vlahos, Gus",0.0,0.0,0.0,Cloudy,500.0,Maiden Special Weight,FT
WO ,D,2016-05-08 00:00:00,TB,On Draft,121,5,G,Lb,E R Da Silva,1.35,1.0,1,40000,7.0,3.0,0.0,90.0,Lynch Brian A,Ciaglia Racing LLC,0.0,0.0,2.5,Cloudy,850.0,Claiming,FT
WO ,D,2016-05-08 00:00:00,TB,Tessier,118,3,F,L,G Olguin,44.1,8.0,8,40000,1.0,10.0,0.0,61.0,Carroll Josie,Alice Sapara,0.0,0.0,0.0,Cloudy,650.0,Claiming,FM
WO ,D,2016-05-08 00:00:00,TB,Cosmic Charlie,119,4,G,L,L Contreras,5.65,4.0,4,37500,1.0,2.0,0.0,92.0,McKnight Norman,Racer's Edge Inc,0.0,5.8,3.1,Cloudy,850.0,Claiming,FT
WO ,D,2016-05-08 00:00:00,TB,Kat's Good Scout,118,3,G,L,G Olguin,5.35,13.0,10,20000,6.0,8.0,0.0,69.0,Simon Stuart C,Robert W Heggie,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-05-08 00:00:00,TB,Meadow Gem,119,3,F,L,P Husbands,3.2,5.0,5,0,5.0,2.0,0.0,79.0,Tiller Robert P,"Di Giulio, Jr., Frank and Tiller, Robert P.",0.0,3.4,2.8,Cloudy,600.0,Maiden Special Weight,FT
WO ,D,2016-05-08 00:00:00,TB,Reimagined,118,3,G,Lb,E R Da Silva,2.3,12.0,9,20000,5.0,4.0,0.0,75.0,Biamonte Ralph J,Mary E. Biamonte,0.0,0.0,0.0,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-05-08 00:00:00,TB,Call Me Baby,121,5,M,Lf,S P Husbands,14.75,8.0,8,0,4.0,5.0,0.0,69.0,Armata Vito,Dante Pagliaroli,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-05-08 00:00:00,TB,Edgehill Road,121,4,M,Lb,E R Da Silva,11.45,9.0,8,0,7.0,7.0,0.0,75.0,Banach Darwin D,Loretta Anne Kent,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-05-08 00:00:00,TB,Slewsridingshotgun,121,4,G,,S Singh,34.6,6.0,5,10000,8.0,9.0,0.0,52.0,Miller Blair A,Ballycroy Training Centre and Povse Tina,0.0,0.0,0.0,Showery,500.0,Claiming,FT
WO ,D,2016-05-08 00:00:00,TB,Grom,121,5,G,,D Garcia,44.45,6.0,6,0,5.0,6.0,0.0,73.0,Gerl Robert,1824782 Ontario Inc.,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-05-11 00:00:00,TB,Gliding By,115,3,F,Lb,L Contreras,10.55,1.0,1,0,7.0,4.0,0.0,76.0,Mott William I,Wachtel Stable Brous Stable LLC and Greenwood Lodge Farm Inc,0.0,0.0,0.0,Cloudy,650.0,Stakes,FM
WO ,D,2016-05-12 00:00:00,TB,Scholar Athlete,126,3,G,Lb,J L Ortiz,14.3,12.0,12,0,0.0,4.0,0.0,86.0,Motion H Graham,West Point Thoroughbreds,0.0,0.0,0.0,Cloudy,1000.0,Stakes,FT
WO ,D,2016-05-13 00:00:00,TB,Good Looking Leo,119,4,G,L,L Contreras,2.5,3.0,3,37500,2.0,6.0,0.0,72.0,McKnight Norman,"Trinity Racing Stables, Inc.",0.0,0.0,0.0,Hazy,700.0,Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Last Minute Lucy,121,5,M,Lb,D Moran,1.35,2.0,2,20000,4.0,1.0,0.0,88.0,O'Callaghan Danny M,Muha David Stavropoulos John and Lorito John G,4.7,2.8,2.1,Cloudy,550.0,Claiming,FM
WO ,D,2016-05-13 00:00:00,TB,Cummings Road,121,7,G,L,P Husbands,2.7,7.0,6,50000,1.0,4.0,0.0,84.0,Casse Mark E,Gary Barber,0.0,0.0,0.0,Hazy,850.0,Claiming,FM
WO ,D,2016-05-13 00:00:00,TB,Glorious Moment,121,4,M,Lb,L Contreras,3.3,7.0,8,32000,6.0,6.0,0.0,75.0,Banach Darwin D,L. R. Deakins Racing Stable,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Big Gillette,119,3,G,Lb,E Wilson,9.05,10.0,10,0,11.0,4.0,0.0,83.0,Lynch Brian A,"Sunrise Stables, LLC",0.0,0.0,0.0,Cloudy,650.0,Maiden Special Weight,FM
WO ,D,2016-05-13 00:00:00,TB,Timberline,121,4,M,L,S Ryan,53.75,10.0,8,0,5.0,10.0,0.0,71.0,Halden Rachel,Christopher J Harris,0.0,0.0,0.0,Cloudy,850.0,Allowance,FM
WO ,D,2016-05-13 00:00:00,TB,Dash of Dazzle,121,6,G,Lb,A Garcia,5.95,4.0,3,20000,6.0,2.0,0.0,87.0,Fournier Mark,Bruno Schickedanz,0.0,3.6,2.6,Clear,600.0,Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Beareagle,121,4,G,Lb,S Singh,7.25,1.0,1,15000,6.0,4.0,0.0,67.0,Patton Kathy,Connie Patton,0.0,0.0,0.0,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Rapid Rhythm,118,4,M,L,E Wilson,28.15,1.0,1,0,8.0,6.0,0.0,104.0,Stidham Michael,DARRS Inc,0.0,0.0,0.0,Cloudy,600.0,Stakes,FM
WO ,D,2016-05-13 00:00:00,TB,Wilburns Light,118,3,G,Lb,L Contreras,2.9,13.0,12,8000,9.0,6.0,0.0,49.0,Carroll Josie,Ivan Dalos,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Zdenka,121,7,M,Lb,J Crawford,85.95,4.0,4,0,1.0,10.0,0.0,54.0,Gerl Robert,1824782 Ontario Inc.,0.0,0.0,0.0,Cloudy,800.0,Allowance,FM
WO ,D,2016-05-13 00:00:00,TB,Byzie Lizzy,119,6,M,Lv,S P Husbands,42.5,14.0,12,9500,8.0,10.0,0.0,51.0,Ranford Kathryn,Woodsprings Farms Limited and Monk Jennifer,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Ted W,119,5,G,Lb,J M Campbell,4.1,6.0,6,30000,4.0,1.0,0.0,95.0,Attard Paul,George Bigliardi,10.2,4.3,2.6,Hazy,700.0,Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Bear No Joke,118,8,G,Lb,J I Alderson,18.15,7.0,7,0,4.0,6.0,0.0,82.0,McKnight Norman,O'Sullivan Tony and Guerriero Michael,0.0,0.0,0.0,Cloudy,600.0,Stakes,FT
WO ,D,2016-05-13 00:00:00,TB,Amber Brewski,119,4,M,Lb,E R Da Silva,14.45,6.0,5,19000,6.0,5.0,0.0,74.0,De Paulo Michael P,Gerald F. Pike,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Aunt Sue,121,4,M,L,E R Da Silva,5.15,13.0,11,10000,6.0,5.0,0.0,61.0,Day Phillips Catherine,Kingview Farms and McCowen Tracey,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Klassy Delight,118,3,F,Lb,L Contreras,2.25,5.0,5,20000,4.0,3.0,0.0,57.0,Carroll Josie,Lee V Felts,0.0,0.0,3.4,Hazy,850.0,Maiden Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Queenie's Boss,116,3,F,L,E R Da Silva,2.45,5.0,5,19000,1.0,4.0,0.0,76.0,Carey Julia,Julia Carey,0.0,0.0,0.0,Cloudy,650.0,Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,Bellacomeilsole,121,4,M,L,L Contreras,3.2,4.0,4,20000,3.0,3.0,0.0,82.0,Parente Pat,George Bigliardi,0.0,0.0,2.7,Cloudy,650.0,Claiming,FT
WO ,D,2016-05-13 00:00:00,TB,French Quarter,121,5,G,Lb,G Olguin,11.8,4.0,4,0,3.0,7.0,0.0,85.0,Mattine John,Norseman Racing Stable,0.0,0.0,0.0,Clear,700.0,Allowance Optional Claiming,FM
WO ,D,2016-05-14 00:00:00,TB,Humber River,118,3,F,Lb,G Boulanger,31.8,14.0,13,25000,11.0,13.0,0.0,0.0,Tiller Robert P,Rolph A. Davis,0.0,0.0,0.0,Cloudy,650.0,Maiden Claiming,FT
WO ,D,2016-05-14 00:00:00,TB,Magni,121,4,G,Lb,A Garcia,16.7,10.0,9,0,6.0,8.0,0.0,69.0,Grant Carlos,"Heste Sport, Inc.",0.0,0.0,0.0,Cloudy,650.0,Allowance,FT
WO ,D,2016-05-14 00:00:00,TB,Clearer View,119,5,G,Lb,G Boulanger,16.9,9.0,9,37500,2.0,1.0,0.0,104.0,McClachrie Denyse,Network Stables Kerbel Ryan Shane and Kerbel Barry,35.8,14.2,7.6,Cloudy,900.0,Claiming,GD
WO ,D,2016-05-14 00:00:00,TB,Riker,119,3,C,L,J M Campbell,14.05,4.0,4,0,6.0,6.0,0.0,86.0,Casse Mark E,Team Valor International Barber Gary and Tucci Stables,0.0,0.0,0.0,Cloudy,650.0,Allowance,FM
WO ,D,2016-05-14 00:00:00,TB,Hazel Meadow,120,3,F,L,T Wong,0.95,5.0,5,10000,1.0,5.0,0.0,60.0,Tiller Robert P,3 Sons Racing Stable Ltd.,0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FT
WO ,D,2016-05-14 00:00:00,TB,Neil's Diamond,120,3,G,,E R Da Silva,1.45,5.0,6,0,6.0,6.0,0.0,65.0,Crean Robert F,Robert F. Crean,0.0,0.0,0.0,Cloudy,600.0,Allowance,FT
WO ,D,2016-05-14 00:00:00,TB,Regal Mark,121,4,G,L,S Ryan,6.25,2.0,1,0,7.0,6.0,0.0,81.0,Brnjas Ashlee,Colebrook Farms,0.0,0.0,0.0,Cloudy,650.0,Allowance,FT
WO ,D,2016-05-14 00:00:00,TB,Ticking Katie (IRE),117,5,M,L,E Wilson,4.9,10.0,7,0,5.0,6.0,0.0,81.0,Lynch Brian A,"Hill, Jim and Susan",0.0,0.0,0.0,Hazy,850.0,Stakes,FT
WO ,D,2016-05-14 00:00:00,TB,Villaine's Passion,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,650.0,Allowance,FT
WO ,D,2016-05-14 00:00:00,TB,Miss Bao to U,122,3,F,L,S R Bahen,8.1,8.0,8,0,4.0,10.0,0.0,36.0,De Paulo Michael P,"Annecchini, Frank and D'Alimonte Holdings, Inc.",0.0,0.0,0.0,Cloudy,700.0,Maiden Special Weight,FT
WO ,D,2016-05-14 00:00:00,TB,Flight Feathers,121,3,F,Lb,S Singh,5.8,5.0,6,0,3.0,2.0,0.0,74.0,Brnjas Ashlee,Colebrook Farms,0.0,5.0,3.8,Cloudy,500.0,Maiden Special Weight,FT
WO ,D,2016-05-14 00:00:00,TB,Quasar Power,121,5,G,Lb,P Husbands,5.95,4.0,4,20000,2.0,5.0,0.0,69.0,Casse Mark E,Gabe Grossberg,0.0,0.0,0.0,Clear,650.0,Claiming,FT
WO ,D,2016-05-14 00:00:00,TB,Quattrocento,121,4,G,Lb,K Johnson,7.25,3.0,3,19000,3.0,2.0,0.0,81.0,McKnight Norman,Bruno Schickedanz,0.0,7.0,4.2,Clear,650.0,Claiming,FT
WO ,D,2016-05-14 00:00:00,TB,Bite the Gold,121,5,G,Lbf,G Boulanger,7.95,12.0,12,9500,4.0,12.0,0.0,40.0,McClachrie Denyse,Steven Pearce,0.0,0.0,0.0,Clear,700.0,Claiming,FT
WO ,D,2016-05-14 00:00:00,TB,War Fan,119,5,H,L,J I Alderson,5.55,8.0,8,9500,4.0,4.0,0.0,75.0,Robinson Lorenzo,Judith Claire Smith,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-05-14 00:00:00,TB,Ball Dancing,125,5,M,L,J R Leparoux,5.45,1.0,1,0,6.0,6.0,0.0,103.0,Brown Chad C,Farish WS and Mooney F Steve,0.0,0.0,0.0,Cloudy,900.0,Stakes,FM
WO ,D,2016-05-14 00:00:00,TB,Robin's Song,121,4,G,b,T Husbands,4.8,2.0,2,0,1.0,4.0,0.0,68.0,Vella Daniel J,Joanne Amos,0.0,0.0,0.0,Cloudy,900.0,Allowance,FT
WO ,D,2016-05-14 00:00:00,TB,More Than Bandeau,119,6,M,L,A Garcia,21.65,2.0,2,30000,5.0,5.0,0.0,79.0,Di Pasquale Sam,"DiPasquale, Sam and Kowalski, Mike S.",0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-05-14 00:00:00,TB,Bear'sway,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,800.0,Stakes,FM
WO ,D,2016-05-14 00:00:00,TB,Hey Bear,117,3,G,Lb,D Moran,8.45,11.0,10,0,7.0,9.0,0.0,42.0,Doyle Michael J,George C Hendrie,0.0,0.0,0.0,Cloudy,850.0,Allowance,FT
WO ,D,2016-05-14 00:00:00,TB,Conn's Reward,119,4,H,Lb,J I Alderson,16.85,2.0,2,19000,5.0,5.0,0.0,60.0,Dominguez Jr Ramon,"DiPaola, Santino and York Tech Racing Stable",0.0,0.0,0.0,Clear,550.0,Claiming,FM
WO ,D,2016-05-14 00:00:00,TB,Conquer the Course,121,3,F,Lb,J I Alderson,28.5,2.0,1,0,10.0,5.0,0.0,64.0,Minshall Barbara J,"Unger, John and Shopiro, Murray",0.0,0.0,0.0,Clear,650.0,Maiden Special Weight,FT
WO ,D,2016-05-14 00:00:00,TB,Sombrero de Copa,119,6,G,Lb,E Wilson,15.4,4.0,3,47500,9.0,8.0,0.0,81.0,Buntain Angus,Greenoaks Farm,0.0,0.0,0.0,Hazy,850.0,Claiming,FM
WO ,D,2016-05-14 00:00:00,TB,Mr Changue,118,3,C,Lb,E Wilson,2.7,1.0,1,20000,4.0,4.0,0.0,76.0,Gonzalez Nicholas,Tucci Stables,0.0,0.0,0.0,Clear,550.0,Claiming,FM
WO ,D,2016-05-14 00:00:00,TB,Jester's Judgement,121,3,F,Lb,S R Bahen,67.55,5.0,4,0,4.0,11.0,0.0,24.0,Cox Gail,Craig Cameron,0.0,0.0,0.0,Clear,650.0,Maiden Special Weight,FT
WO ,D,2016-05-15 00:00:00,TB,Another Girl,121,4,M,Lb,E Wilson,2.05,5.0,5,20000,7.0,1.0,0.0,85.0,Gonzalez Nicholas,Carlo Tucci,6.1,3.0,2.5,Clear,650.0,Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Niobe Cruiser,121,4,G,Lb,L Contreras,2.95,4.0,4,20000,3.0,2.0,0.0,80.0,Banach Darwin D,L. R. Deakins Racing Stable,0.0,2.8,2.3,Clear,550.0,Claiming,FM
WO ,D,2016-05-15 00:00:00,TB,Weekend in Malibu,121,4,M,L,J McAleney,8.4,4.0,4,32000,8.0,8.0,0.0,72.0,Desruisseaux Allen,Hewitt-Topp Maureen E and Desruisseaux Allen,0.0,0.0,0.0,Cloudy,700.0,Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Trial Lawyer,121,4,G,Lb,L Contreras,0.7,7.0,7,0,4.0,2.0,0.0,77.0,Attard Kevin,"Chesney, Stephen and Hoffman, Cory S.",0.0,2.6,2.2,Cloudy,900.0,Allowance,FT
WO ,D,2016-05-15 00:00:00,TB,Teiaiagon,118,3,G,L,G Olguin,32.2,7.0,7,50000,4.0,4.0,0.0,76.0,Howard Ian,Donald Ross,0.0,0.0,0.0,Cloudy,800.0,Maiden Claiming,FM
WO ,D,2016-05-15 00:00:00,TB,D's Dark Knight,121,5,G,L,D Moran,11.0,1.0,1,7500,6.0,3.0,0.0,57.0,Dominguez Jr Ramon,York Tech Racing Stable,0.0,0.0,6.9,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Sweet Brew,119,5,M,Lb,J V Bridgmohan,31.1,5.0,6,30000,3.0,3.0,0.0,81.0,O'Callaghan Danny M,L.T. Stable,0.0,0.0,7.4,Cloudy,700.0,Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Gamble's Ghost,121,3,F,L,L Contreras,0.85,6.0,6,0,8.0,2.0,0.0,93.0,Carroll Josie,Ivan Dalos,0.0,2.8,2.2,Cloudy,900.0,Stakes,FT
WO ,D,2016-05-15 00:00:00,TB,Lady Vision,118,3,F,Lb,P Husbands,13.2,7.0,7,20000,1.0,9.0,0.0,24.0,Casse Mark E,Harlequin Ranches,0.0,0.0,0.0,Hazy,850.0,Maiden Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Miss Tiago,123,4,M,L,J I Alderson,14.75,8.0,8,20000,5.0,4.0,0.0,55.0,Colbourne Gordon C,Wolfe Creek Stables,0.0,0.0,0.0,Hazy,850.0,Maiden Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Van Goghs Earlobe,121,5,G,L,J McAleney,22.3,10.0,9,7500,2.0,4.0,0.0,63.0,LeBlanc Warren,Crowdclaim Inc,0.0,0.0,0.0,Cloudy,850.0,Maiden Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Maxsmiraclejourney,121,3,G,Lb,E R Da Silva,0.85,8.0,8,0,1.0,5.0,0.0,77.0,Attard Kevin,"Chesney, Stephen and Hoffman, Cory S.",0.0,0.0,0.0,Cloudy,650.0,Maiden Special Weight,FT
WO ,D,2016-05-15 00:00:00,TB,Exile Train,119,3,G,L,J I Alderson,22.2,13.0,13,8000,7.0,10.0,0.0,41.0,Robinson Lorenzo,Lorenzo Robinson,0.0,0.0,0.0,Clear,650.0,Maiden Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Generous Kitten,118,5,G,Lb,J R Leparoux,2.5,5.0,5,0,0.0,4.0,0.0,107.0,Maker Michael J,"Ramsey, Kenneth L. and Sarah K.",0.0,0.0,0.0,Cloudy,1200.0,Stakes,FM
WO ,D,2016-05-15 00:00:00,TB,Incredible Dee,118,3,G,Lf,A Garcia,19.65,3.0,2,0,6.0,6.0,0.0,52.0,Vella Daniel J,Derek Chin,0.0,0.0,0.0,Clear,850.0,Maiden Special Weight,FM
WO ,D,2016-05-15 00:00:00,TB,Five Hole,119,3,G,Lb,O Moreno,12.4,4.0,4,16000,3.0,4.0,0.0,58.0,MacRae Donald C,Lay Michael and D-Mac Racing Stable Inc,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Stylish Reflection,118,3,F,Lbf,L Contreras,1.75,3.0,3,12500,4.0,1.0,0.0,57.0,Minshall Barbara J,Bruce Lunsford,5.5,3.3,3.4,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Niigon's Legacy,118,3,F,L,G Boulanger,11.9,8.0,8,0,7.0,10.0,0.0,86.0,Abela Silvio,Chiefswood Stable,0.0,0.0,0.0,Cloudy,700.0,Allowance,FT
WO ,D,2016-05-15 00:00:00,TB,Ode to Joe,119,4,G,Lbf,G Olguin,14.95,11.0,11,9500,14.0,6.0,0.0,62.0,Carey Julia,Julia Carey,0.0,0.0,0.0,Clear,700.0,Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Boldgent,121,4,G,Lb,G Olguin,12.85,1.0,1,0,5.0,7.0,0.0,60.0,Mattine John,Realm Racing Stables,0.0,0.0,0.0,Cloudy,900.0,Allowance,FT
WO ,D,2016-05-15 00:00:00,TB,Snippets of Time,121,6,M,Lf,D Johnson,9.5,1.0,1,20000,5.0,4.0,0.0,69.0,Colbourne Gordon C,Gordon C. Colbourne,0.0,0.0,0.0,Cloudy,550.0,Claiming,FM
WO ,D,2016-05-15 00:00:00,TB,Escape Shaft,119,4,G,Lbf,J V Bridgmohan,20.05,7.0,7,9500,11.0,8.0,0.0,57.0,DeSouza Bancroft,Joseph George Smith,0.0,0.0,0.0,Clear,700.0,Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Treasuring,118,3,F,Lb,G Olguin,20.1,2.0,2,0,2.0,5.0,0.0,88.0,Carroll Josie,"Hill 'n' Dale Equine Holdings, Inc. (J. G. Sikura) and McGhee, Edward",0.0,0.0,0.0,Cloudy,700.0,Stakes,FT
WO ,D,2016-05-15 00:00:00,TB,Spring Action,119,5,G,Lbf,J M Campbell,13.1,7.0,7,9500,9.0,5.0,0.0,74.0,McClachrie Denyse,Kerbel Barry and Kerbel Ryan Shane,0.0,0.0,0.0,Cloudy,850.0,Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Ihaveabetteridea,119,3,G,L,J I Alderson,32.15,6.0,6,8000,9.0,3.0,0.0,62.0,Dominguez Sandra,Sandra Dominguez,0.0,0.0,10.8,Cloudy,600.0,Maiden Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Caren,121,3,F,L,J M Campbell,4.75,8.0,8,0,5.0,3.0,0.0,90.0,De Paulo Michael P,Robert Marzilli,0.0,0.0,3.0,Cloudy,900.0,Stakes,FT
WO ,D,2016-05-15 00:00:00,TB,Peaceful Banking,118,3,F,Lb,S Ryan,2.8,4.0,4,12500,6.0,7.0,0.0,47.0,Perkins Lorna M,UN Stable,0.0,0.0,0.0,Cloudy,700.0,Maiden Claiming,FT
WO ,D,2016-05-15 00:00:00,TB,Flaring Star,118,6,M,Lf,J M Campbell,17.55,3.0,3,0,6.0,5.0,0.0,68.0,Billers George,Oak Run Racing Inc.,0.0,0.0,0.0,Cloudy,650.0,Starters Allowance,FT
WO ,D,2016-05-15 00:00:00,TB,Elgin,121,5,M,Lb,O Moreno,9.45,2.0,1,0,11.0,1.0,0.0,81.0,Baker Reade,Curraghmore Farm,20.9,10.5,6.7,Cloudy,850.0,Allowance,FM
WO ,D,2016-05-18 00:00:00,TB,Audacious Bear,117,3,F,Lf,G Boulanger,6.8,12.0,10,0,10.0,9.0,0.0,70.0,De Paulo Michael P,"Bear Stables, Ltd.",0.0,0.0,0.0,Cloudy,600.0,Allowance,FM
WO ,D,2016-05-18 00:00:00,TB,Crazy Janey,119,6,M,L,E R Da Silva,3.05,5.0,5,37500,6.0,3.0,0.0,76.0,Fournier Mark,"Fournier, Mark and McEachern, Christopher",0.0,0.0,3.4,Cloudy,650.0,Claiming,FM
WO ,D,2016-05-18 00:00:00,TB,Flamenco Dancer,116,3,F,L,J V Bridgmohan,74.4,12.0,10,0,4.0,5.0,0.0,76.0,Huarte Frank,Ruvee Stables,0.0,0.0,0.0,Cloudy,850.0,Allowance,FM
WO ,D,2016-05-18 00:00:00,TB,Audacious Bear,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,850.0,Allowance,FM
WO ,D,2016-05-18 00:00:00,TB,Seeking Her Star,0,0,,,,0.0,,0,0,0.0,0.0,,,,,0.0,0.0,0.0,Cloudy,500.0,Maiden Claiming,FM
WO ,D,2016-05-18 00:00:00,TB,Anna Regina,116,3,F,Lb,G Boulanger,8.3,6.0,6,40000,10.0,6.0,0.0,73.0,Tiller Robert P,Beclawat Stable,0.0,0.0,0.0,Cloudy,650.0,Claiming,FM
WO ,D,2016-05-18 00:00:00,TB,Bread Winner,121,4,G,Lb,J I Alderson,16.8,8.0,8,0,6.0,2.0,0.0,86.0,Armata Ross,"S. A. Racing Stable, Inc.",0.0,14.9,8.6,Cloudy,650.0,Allowance,FM
